ID_Registro,Ciudad,Fecha,Hora,Latitud,Longitud,Tipo_Zona,Tipo_Sensor,Fuente_Principal_Ruido,Nivel_Ruido_dB,Clasificacion_Normativa,Indice_Movilidad,Flujo_Vehicular_veh_h,Velocidad_Promedio_kmh,Saturacion_Transporte,Condicion_Climatica,Calidad_Señal_Sensor,Observaciones
COL-0235,Bogotá,2022-08-22,17,4.6954,-74.0985,Mixta,Sensor_Fijo,Comercio,66.8,Alto,86,957,19.1,1.0,Despejado,0.85,Mercado informal
COL-0170,Bogotá,2022-08-24,22,4.6887,-74.1024,Mixta,Sensor_Fijo,Tráfico_Vehicular,61.2,Moderado,17,232,50.8,0.12,Nublado,0.99,Medición estándar
COL-0290,Bogotá,2022-08-24,22,4.7092,-74.1052,Residencial,Sensor_Móvil,Eventos,54.3,Moderado,0,0,60.7,0.0,Lluvioso,0.83,Festival o concierto
COL-0769,Bogotá,2022-08-30,19,4.7087,-74.0743,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,79.9,Crítico,92,867,26.8,1.0,Despejado,0.74,Alta afluencia peatonal
COL-0584,Bogotá,2022-09-07,10,4.7135,-74.0295,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,56.6,Alto,39,472,44.7,0.5,Despejado,0.99,Moto dañada transitando
COL-0011,Bogotá,2022-09-08,11,4.6912,-74.0551,Mixta,Sensor_Móvil,Transporte_Público,63.6,Moderado,63,827,44.1,0.72,Nublado,0.94,Semáforo averiado
COL-0780,Bogotá,2022-09-09,12,4.665,-74.0261,Comercial,Sensor_Ciudadano,Transporte_Público,72.6,Alto,56,659,44.7,0.64,Despejado,0.81,Alta afluencia peatonal
COL-0530,Bogotá,2022-09-13,23,4.7589,-74.0884,Educativa,Sensor_Fijo,Tráfico_Vehicular,34.4,Bajo,11,149,56.0,0.18,Nublado,0.73,Medición estándar
COL-0867,Bogotá,2022-09-14,6,4.76,-74.0872,Residencial,Sensor_Fijo,Tráfico_Vehicular,34.8,Bajo,30,246,46.6,0.42,Nublado,0.97,Evento especial cercano
COL-0140,Bogotá,2022-09-24,15,4.699,-74.0259,Hospitalaria,Sensor_Fijo,Comercio,50.6,Crítico,27,262,54.1,0.39,Nublado,0.92,Festival o concierto
COL-0482,Bogotá,2022-09-26,18,4.684,-74.0362,Mixta,Sensor_Fijo,Construcción,75.8,Crítico,85,937,22.8,1.0,Lluvioso,0.76,Mercado informal
COL-0045,Bogotá,2022-09-27,22,4.6971,-74.0438,Comercial,Sensor_Fijo,Tráfico_Vehicular,72.6,Alto,22,297,55.0,0.23,Nublado,0.98,Obra en construcción
COL-0640,Bogotá,2022-10-01,2,4.7422,-74.1133,Residencial,Sensor_Fijo,Comercio,39.6,Bajo,5,53,71.4,0.07,Nublado,0.72,Evento especial cercano
COL-0981,Bogotá,2022-10-02,18,4.6806,-74.1106,Comercial,Sensor_Fijo,Transporte_Público,79.3,Crítico,83,870,22.4,1.0,Despejado,0.77,Moto dañada transitando
COL-0470,Bogotá,2022-10-09,10,4.7018,-74.0372,Residencial,Sensor_Móvil,Tráfico_Vehicular,59.6,Alto,35,321,40.3,0.47,Nublado,0.87,Obra en construcción
COL-0601,Bogotá,2022-10-22,10,4.7275,-74.0537,Hospitalaria,Sensor_Fijo,Construcción,61.7,Crítico,32,344,49.5,0.55,Lluvioso,0.86,Obra en construcción
COL-0537,Bogotá,2022-10-29,19,4.7293,-74.0248,Mixta,Sensor_Fijo,Tráfico_Vehicular,68.9,Alto,75,871,33.2,1.0,Nublado,0.83,Semáforo averiado
COL-0090,Bogotá,2022-10-31,4,4.7481,-74.0719,Residencial,Sensor_Ciudadano,Transporte_Público,46.6,Bajo,0,0,69.2,0.06,Nublado,1.0,Alta afluencia peatonal
COL-0575,Bogotá,2022-11-03,16,4.6679,-74.0619,Residencial,Sensor_Móvil,Tráfico_Vehicular,55.9,Alto,31,391,47.4,0.44,Lluvioso,0.74,Operación normal
COL-0332,Bogotá,2022-11-10,22,4.668,-74.0406,Mixta,Sensor_Fijo,Tráfico_Vehicular,66.3,Alto,24,330,43.0,0.45,Nublado,0.81,Moto dañada transitando
COL-0219,Bogotá,2022-11-19,1,4.6795,-74.121,Residencial,Sensor_Fijo,Comercio,37.3,Bajo,0,0,57.6,0.09,Nublado,0.98,Medición estándar
COL-0406,Bogotá,2022-11-22,20,4.7003,-74.0857,Mixta,Sensor_Fijo,Tráfico_Vehicular,59.5,Moderado,46,463,43.6,0.48,Despejado,0.75,Obra en construcción
COL-0729,Bogotá,2022-11-24,8,4.7258,-74.0929,Comercial,Sensor_Fijo,Mixta,73.6,Alto,87,924,21.4,1.0,Lluvioso,0.92,Obra en construcción
COL-0517,Bogotá,2022-11-28,16,4.739,-74.0784,Residencial,Sensor_Ciudadano,Transporte_Público,53.2,Moderado,39,526,49.8,0.42,Despejado,0.91,Mercado informal
COL-0853,Bogotá,2022-12-04,13,4.6795,-74.1081,Comercial,Sensor_Fijo,Comercio,66.9,Moderado,63,735,28.0,0.84,Despejado,0.91,Medición estándar
COL-0710,Bogotá,2022-12-08,5,4.673,-74.0356,Comercial,Sensor_Ciudadano,Transporte_Público,67.9,Moderado,21,239,50.3,0.38,Despejado,0.78,Alta afluencia peatonal
COL-0313,Bogotá,2022-12-11,4,4.7028,-74.0239,Industrial,Sensor_Móvil,Tráfico_Vehicular,72.7,Moderado,16,151,50.7,0.27,Despejado,0.74,Obra en construcción
COL-0879,Bogotá,2022-12-17,10,4.7025,-74.0867,Comercial,Sensor_Fijo,Industrial,79.3,Crítico,60,899,28.0,0.83,Nublado,0.82,Medición estándar
COL-0294,Bogotá,2022-12-18,3,4.7418,-74.0481,Residencial,Sensor_Ciudadano,Construcción,39.4,Bajo,3,25,61.3,0.0,Despejado,0.77,Evento especial cercano
COL-0052,Bogotá,2022-12-23,21,4.6806,-74.0491,Comercial,Sensor_Móvil,Tráfico_Vehicular,70.5,Alto,61,667,34.8,0.7,Ventoso,0.86,Obra en construcción
COL-0264,Bogotá,2022-12-26,16,4.7548,-74.1149,Mixta,Sensor_Fijo,Tráfico_Vehicular,69.9,Alto,62,612,35.0,0.87,Despejado,0.76,Festival o concierto
COL-0652,Bogotá,2023-01-09,19,4.7311,-74.0944,Comercial,Sensor_Fijo,Transporte_Público,76.2,Alto,92,1367,23.2,1.0,Despejado,0.92,Moto dañada transitando
COL-0764,Bogotá,2023-01-17,7,4.755,-74.1209,Comercial,Sensor_Fijo,Tráfico_Vehicular,70.0,Moderado,83,843,27.4,1.0,Despejado,0.72,Evento especial cercano
COL-0685,Bogotá,2023-01-18,12,4.7508,-74.1052,Residencial,Sensor_Fijo,Tráfico_Vehicular,54.9,Moderado,34,354,54.5,0.42,Nublado,0.87,Evento especial cercano
COL-0610,Bogotá,2023-01-19,10,4.7012,-74.0321,Residencial,Sensor_Móvil,Tráfico_Vehicular,49.0,Moderado,34,383,51.4,0.37,Despejado,0.91,Semáforo averiado
COL-0010,Bogotá,2023-01-24,17,4.7095,-74.0571,Residencial,Sensor_Fijo,Industrial,64.6,Crítico,54,521,43.1,0.6,Despejado,0.76,Obra en construcción
COL-0518,Bogotá,2023-02-13,4,4.6626,-74.0562,Residencial,Sensor_Fijo,Eventos,39.2,Bajo,5,55,56.9,0.02,Nublado,0.76,Medición estándar
COL-0660,Bogotá,2023-02-13,13,4.6895,-74.1156,Residencial,Sensor_Móvil,Comercio,57.1,Alto,25,205,57.7,0.29,Lluvioso,0.75,Alta afluencia peatonal
COL-0253,Bogotá,2023-02-23,23,4.6825,-74.1113,Comercial,Sensor_Móvil,Eventos,54.9,Bajo,29,345,50.8,0.43,Despejado,0.81,Festival o concierto
COL-0028,Bogotá,2023-03-01,19,4.7335,-74.0323,Residencial,Sensor_Fijo,Comercio,51.3,Moderado,57,840,42.4,0.74,Despejado,0.87,Operación normal
COL-0893,Bogotá,2023-03-08,10,4.7288,-74.0613,Mixta,Sensor_Ciudadano,Industrial,70.6,Alto,65,955,37.5,0.89,Despejado,0.84,Obra en construcción
COL-0161,Bogotá,2023-03-12,20,4.7543,-74.1082,Mixta,Sensor_Fijo,Transporte_Público,67.2,Alto,65,590,25.2,0.81,Despejado,0.72,Evento especial cercano
COL-0114,Bogotá,2023-03-17,17,4.7008,-74.0503,Hospitalaria,Sensor_Fijo,Industrial,64.3,Crítico,70,987,37.8,1.0,Despejado,0.95,Mercado informal
COL-0965,Bogotá,2023-03-17,21,4.6898,-74.0987,Comercial,Sensor_Móvil,Comercio,74.0,Alto,56,722,40.7,0.81,Lluvioso,0.74,Medición estándar
COL-0068,Bogotá,2023-03-30,23,4.6793,-74.0323,Comercial,Sensor_Fijo,Tráfico_Vehicular,60.5,Moderado,28,228,47.6,0.41,Nublado,0.89,Evento especial cercano
COL-0540,Bogotá,2023-03-31,6,4.6886,-74.0983,Comercial,Sensor_Fijo,Comercio,53.7,Bajo,56,830,27.1,0.78,Ventoso,0.77,Mercado informal
COL-0806,Bogotá,2023-04-05,0,4.7436,-74.1059,Residencial,Sensor_Móvil,Transporte_Público,31.6,Bajo,0,0,52.0,0.09,Despejado,0.9,Operación normal
COL-0553,Bogotá,2023-04-05,23,4.7344,-74.1184,Mixta,Sensor_Fijo,Tráfico_Vehicular,61.1,Moderado,24,232,53.6,0.45,Lluvioso,0.98,Operación normal
COL-0117,Bogotá,2023-04-13,11,4.664,-74.0837,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,71.2,Alto,53,651,38.9,0.64,Ventoso,0.91,Operación normal
COL-0325,Bogotá,2023-04-29,7,4.6983,-74.1151,Industrial,Sensor_Fijo,Comercio,89.4,Crítico,70,782,37.5,0.99,Nublado,0.8,Evento especial cercano
COL-0738,Bogotá,2023-04-29,18,4.7192,-74.0993,Industrial,Sensor_Fijo,Transporte_Público,90.9,Crítico,73,1000,37.6,0.94,Lluvioso,0.75,Medición estándar
COL-0048,Bogotá,2023-05-03,15,4.6938,-74.0254,Comercial,Sensor_Fijo,Tráfico_Vehicular,69.0,Moderado,63,912,39.4,0.73,Despejado,0.9,Evento especial cercano
COL-0586,Bogotá,2023-05-04,1,4.751,-74.0734,Comercial,Sensor_Fijo,Tráfico_Vehicular,64.6,Moderado,31,319,43.8,0.42,Lluvioso,0.73,Operación normal
COL-0634,Bogotá,2023-05-09,1,4.7597,-74.0655,Industrial,Sensor_Fijo,Tráfico_Vehicular,68.7,Moderado,11,143,60.1,0.19,Despejado,0.81,Mercado informal
COL-0933,Bogotá,2023-05-11,22,4.7517,-74.0533,Comercial,Sensor_Fijo,Mixta,65.6,Moderado,23,276,51.9,0.28,Ventoso,0.83,Alta afluencia peatonal
COL-0946,Bogotá,2023-05-24,17,4.718,-74.0493,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,74.2,Crítico,79,1045,35.6,1.0,Nublado,0.94,Semáforo averiado
COL-0426,Bogotá,2023-06-01,7,4.7193,-74.0471,Residencial,Sensor_Móvil,Tráfico_Vehicular,57.2,Alto,63,927,40.4,0.81,Despejado,0.71,Evento especial cercano
COL-0668,Bogotá,2023-06-03,0,4.7088,-74.0843,Residencial,Sensor_Fijo,Mixta,37.8,Bajo,0,0,63.8,0.12,Despejado,0.96,Obra en construcción
COL-0257,Bogotá,2023-06-08,21,4.6642,-74.0922,Residencial,Sensor_Fijo,Tráfico_Vehicular,50.4,Moderado,36,296,44.1,0.35,Despejado,0.76,Mercado informal
COL-0053,Bogotá,2023-06-28,3,4.7561,-74.0645,Mixta,Sensor_Fijo,Tráfico_Vehicular,48.9,Bajo,20,223,50.4,0.38,Nublado,1.0,Mercado informal
COL-0534,Bogotá,2023-07-13,12,4.7286,-74.0479,Residencial,Sensor_Móvil,Construcción,60.0,Alto,37,496,38.2,0.55,Ventoso,0.74,Festival o concierto
COL-0232,Bogotá,2023-07-14,9,4.6727,-74.0874,Mixta,Sensor_Fijo,Transporte_Público,82.2,Crítico,77,760,31.8,0.96,Despejado,0.76,Moto dañada transitando
COL-0188,Bogotá,2023-07-14,10,4.7539,-74.122,Industrial,Sensor_Fijo,Transporte_Público,86.6,Alto,56,454,31.1,0.74,Nublado,0.99,Operación normal
COL-0531,Bogotá,2023-08-07,6,4.7284,-74.0299,Comercial,Sensor_Móvil,Eventos,60.0,Moderado,51,453,41.5,0.7,Despejado,0.79,Medición estándar
COL-0776,Bogotá,2023-08-08,15,4.7485,-74.0258,Comercial,Sensor_Fijo,Tráfico_Vehicular,68.2,Moderado,63,789,34.6,0.93,Despejado,0.79,Alta afluencia peatonal
COL-0369,Bogotá,2023-08-11,23,4.7124,-74.0254,Comercial,Sensor_Móvil,Transporte_Público,60.6,Moderado,25,336,53.2,0.3,Ventoso,0.98,Operación normal
COL-0581,Bogotá,2023-08-14,10,4.6753,-74.0462,Industrial,Sensor_Ciudadano,Construcción,87.7,Alto,51,521,25.0,0.58,Lluvioso,0.84,Festival o concierto
COL-0258,Bogotá,2023-08-16,6,4.7269,-74.09,Residencial,Sensor_Móvil,Construcción,38.3,Bajo,22,228,60.0,0.4,Nublado,0.76,Medición estándar
COL-0902,Bogotá,2023-08-17,12,4.6851,-74.0376,Industrial,Sensor_Móvil,Tráfico_Vehicular,72.4,Moderado,49,600,43.1,0.6,Despejado,0.95,Medición estándar
COL-0657,Bogotá,2023-08-24,0,4.7229,-74.1015,Residencial,Sensor_Móvil,Transporte_Público,41.3,Bajo,0,0,60.1,0.02,Nublado,0.93,Operación normal
COL-0705,Bogotá,2023-08-29,15,4.7366,-74.0718,Residencial,Sensor_Fijo,Transporte_Público,53.5,Moderado,34,362,44.6,0.56,Despejado,0.93,Medición estándar
COL-0909,Bogotá,2023-09-02,18,4.6791,-74.0872,Residencial,Sensor_Fijo,Eventos,58.9,Alto,64,587,29.8,0.74,Despejado,0.83,Semáforo averiado
COL-0869,Bogotá,2023-09-13,3,4.7559,-74.0253,Comercial,Sensor_Fijo,Tráfico_Vehicular,60.2,Moderado,32,258,41.5,0.48,Nublado,0.93,Moto dañada transitando
COL-0356,Bogotá,2023-09-13,14,4.7038,-74.0979,Residencial,Sensor_Fijo,Industrial,58.0,Alto,31,372,47.5,0.43,Nublado,0.81,Semáforo averiado
COL-0852,Bogotá,2023-09-15,5,4.6654,-74.0357,Mixta,Sensor_Fijo,Construcción,60.3,Moderado,28,375,45.6,0.32,Despejado,0.99,Festival o concierto
COL-0957,Bogotá,2023-09-24,21,4.7345,-74.0746,Educativa,Sensor_Fijo,Comercio,54.9,Moderado,35,489,39.2,0.4,Despejado,0.71,Semáforo averiado
COL-0463,Bogotá,2023-09-25,7,4.7182,-74.0826,Residencial,Sensor_Móvil,Transporte_Público,54.1,Moderado,59,805,42.6,0.8,Ventoso,0.9,Evento especial cercano
COL-0436,Bogotá,2023-09-28,21,4.7319,-74.0513,Residencial,Sensor_Móvil,Tráfico_Vehicular,44.1,Bajo,37,441,48.0,0.49,Despejado,0.95,Medición estándar
COL-0156,Bogotá,2023-10-02,9,4.6844,-74.0699,Comercial,Sensor_Móvil,Comercio,77.5,Crítico,92,795,31.0,1.0,Nublado,0.96,Festival o concierto
COL-0948,Bogotá,2023-11-02,11,4.7352,-74.0233,Mixta,Sensor_Fijo,Construcción,76.6,Crítico,54,621,32.3,0.75,Lluvioso,0.89,Evento especial cercano
COL-0259,Bogotá,2023-11-03,5,4.7142,-74.1056,Comercial,Sensor_Ciudadano,Construcción,65.9,Moderado,32,394,52.4,0.36,Lluvioso,0.71,Evento especial cercano
COL-0146,Bogotá,2023-11-07,3,4.6847,-74.0922,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,39.7,Moderado,0,0,58.6,0.1,Lluvioso,0.75,Semáforo averiado
COL-0420,Bogotá,2023-11-07,21,4.703,-74.0585,Educativa,Sensor_Móvil,Tráfico_Vehicular,53.5,Moderado,37,493,40.1,0.36,Despejado,0.86,Moto dañada transitando
COL-0312,Bogotá,2023-11-14,15,4.6678,-74.1111,Mixta,Sensor_Ciudadano,Transporte_Público,64.0,Moderado,49,570,39.6,0.75,Nublado,0.77,Moto dañada transitando
COL-0883,Bogotá,2023-11-23,4,4.6708,-74.1028,Comercial,Sensor_Fijo,Tráfico_Vehicular,53.9,Bajo,25,341,46.5,0.28,Despejado,0.72,Medición estándar
COL-0644,Bogotá,2023-11-25,6,4.7283,-74.039,Comercial,Sensor_Fijo,Comercio,52.9,Bajo,63,691,38.7,0.82,Nublado,0.81,Semáforo averiado
COL-0684,Bogotá,2023-11-26,8,4.7224,-74.0746,Residencial,Sensor_Fijo,Construcción,67.4,Crítico,52,520,35.6,0.63,Lluvioso,0.92,Operación normal
COL-0466,Bogotá,2023-12-01,10,4.6764,-74.088,Comercial,Sensor_Fijo,Industrial,78.0,Crítico,51,508,40.7,0.73,Nublado,0.87,Medición estándar
COL-0236,Bogotá,2023-12-08,16,4.7343,-74.0401,Residencial,Sensor_Fijo,Construcción,56.0,Alto,33,268,45.5,0.43,Lluvioso,0.73,Moto dañada transitando
COL-0633,Bogotá,2023-12-08,21,4.6787,-74.0794,Residencial,Sensor_Móvil,Comercio,43.8,Bajo,26,294,44.3,0.41,Ventoso,0.91,Obra en construcción
COL-0167,Bogotá,2023-12-19,17,4.7557,-74.0805,Hospitalaria,Sensor_Fijo,Construcción,59.8,Crítico,61,697,38.9,0.68,Despejado,0.87,Evento especial cercano
COL-0192,Bogotá,2023-12-20,21,4.7205,-74.1052,Comercial,Sensor_Móvil,Tráfico_Vehicular,58.0,Bajo,59,601,39.8,0.88,Despejado,0.88,Alta afluencia peatonal
COL-0967,Bogotá,2023-12-24,12,4.7106,-74.091,Residencial,Sensor_Fijo,Tráfico_Vehicular,50.8,Moderado,24,246,49.7,0.4,Nublado,0.97,Moto dañada transitando
COL-0716,Bogotá,2023-12-24,18,4.7116,-74.1137,Mixta,Sensor_Fijo,Eventos,79.8,Crítico,78,720,27.6,1.0,Despejado,0.79,Obra en construcción
COL-0047,Bogotá,2024-01-04,9,4.7017,-74.0528,Comercial,Sensor_Fijo,Tráfico_Vehicular,82.3,Crítico,95,1073,33.0,1.0,Lluvioso,0.93,Evento especial cercano
COL-0813,Bogotá,2024-01-10,2,4.7394,-74.0487,Mixta,Sensor_Fijo,Transporte_Público,58.5,Moderado,24,217,50.9,0.27,Nublado,0.96,Evento especial cercano
COL-0460,Bogotá,2024-01-12,4,4.7005,-74.0892,Residencial,Sensor_Ciudadano,Industrial,47.4,Moderado,0,0,56.6,0.14,Despejado,0.73,Festival o concierto
COL-0298,Bogotá,2024-01-12,12,4.6913,-74.1133,Comercial,Sensor_Móvil,Tráfico_Vehicular,74.5,Alto,70,633,33.4,0.93,Despejado,0.93,Alta afluencia peatonal
COL-0462,Bogotá,2024-01-13,9,4.6771,-74.0623,Residencial,Sensor_Fijo,Transporte_Público,53.3,Moderado,61,569,36.0,0.78,Despejado,0.81,Moto dañada transitando
COL-0992,Bogotá,2024-01-13,11,4.6791,-74.0927,Comercial,Sensor_Fijo,Construcción,83.2,Crítico,52,699,39.6,0.67,Lluvioso,1.0,Semáforo averiado
COL-0407,Bogotá,2024-01-16,11,4.671,-74.0426,Hospitalaria,Sensor_Fijo,Transporte_Público,55.4,Crítico,28,286,43.6,0.3,Despejado,0.93,Semáforo averiado
COL-0494,Bogotá,2024-01-17,12,4.6881,-74.0688,Educativa,Sensor_Fijo,Comercio,62.5,Crítico,40,407,40.0,0.43,Lluvioso,0.97,Alta afluencia peatonal
COL-0983,Bogotá,2024-01-20,14,4.7472,-74.0386,Residencial,Sensor_Fijo,Comercio,57.2,Alto,21,185,55.9,0.37,Despejado,0.82,Operación normal
COL-0689,Bogotá,2024-01-23,14,4.6975,-74.0637,Residencial,Sensor_Fijo,Comercio,50.6,Moderado,33,369,44.9,0.35,Nublado,0.79,Obra en construcción
COL-0169,Bogotá,2024-01-23,17,4.7349,-74.0435,Residencial,Sensor_Fijo,Transporte_Público,59.7,Alto,63,543,39.6,0.85,Lluvioso,0.96,Festival o concierto
COL-0003,Bogotá,2024-01-23,19,4.6821,-74.1048,Comercial,Sensor_Fijo,Tráfico_Vehicular,86.3,Crítico,81,1194,31.4,0.92,Lluvioso,0.89,Operación normal
COL-0679,Bogotá,2024-01-24,6,4.6652,-74.0775,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,45.2,Bajo,34,287,38.1,0.5,Lluvioso,0.74,Evento especial cercano
COL-0507,Bogotá,2024-01-24,7,4.7021,-74.0597,Residencial,Sensor_Fijo,Comercio,55.5,Alto,51,735,40.5,0.56,Ventoso,0.77,Moto dañada transitando
COL-0816,Bogotá,2024-01-26,14,4.7568,-74.0682,Comercial,Sensor_Fijo,Comercio,72.6,Alto,61,697,18.2,0.71,Lluvioso,0.82,Alta afluencia peatonal
COL-0211,Bogotá,2024-01-28,7,4.7012,-74.0828,Residencial,Sensor_Fijo,Construcción,59.8,Alto,56,784,32.6,0.72,Lluvioso,0.74,Mercado informal
COL-0628,Bogotá,2024-02-04,20,4.6999,-74.0235,Industrial,Sensor_Móvil,Tráfico_Vehicular,77.1,Moderado,52,760,41.3,0.76,Nublado,0.77,Obra en construcción
COL-0206,Bogotá,2024-02-10,20,4.6666,-74.0226,Residencial,Sensor_Fijo,Comercio,53.0,Moderado,39,410,52.3,0.6,Lluvioso,0.73,Medición estándar
COL-0376,Bogotá,2024-02-27,18,4.7588,-74.1025,Comercial,Sensor_Fijo,Tráfico_Vehicular,76.3,Alto,93,996,26.6,1.0,Lluvioso,0.92,Evento especial cercano
COL-0550,Bogotá,2024-03-01,0,4.7216,-74.1158,Hospitalaria,Sensor_Móvil,Comercio,40.8,Moderado,9,103,59.8,0.14,Nublado,0.81,Alta afluencia peatonal
COL-0996,Bogotá,2024-03-02,9,4.6916,-74.0425,Residencial,Sensor_Fijo,Tráfico_Vehicular,54.4,Moderado,52,460,35.7,0.67,Nublado,0.89,Semáforo averiado
COL-0683,Bogotá,2024-03-02,11,4.6918,-74.092,Residencial,Sensor_Móvil,Comercio,56.2,Alto,38,314,51.8,0.46,Despejado,0.76,Operación normal
COL-0627,Bogotá,2024-03-03,17,4.7217,-74.1072,Residencial,Sensor_Fijo,Transporte_Público,54.9,Moderado,59,811,35.9,0.82,Despejado,0.97,Semáforo averiado
COL-0623,Bogotá,2024-03-10,23,4.7124,-74.0603,Hospitalaria,Sensor_Fijo,Industrial,51.6,Crítico,2,18,58.0,0.09,Lluvioso,0.79,Evento especial cercano
COL-0275,Bogotá,2024-03-24,0,4.6837,-74.1207,Residencial,Sensor_Móvil,Tráfico_Vehicular,37.6,Bajo,0,0,53.0,0.0,Lluvioso,0.85,Moto dañada transitando
COL-0008,Bogotá,2024-03-26,11,4.6765,-74.0408,Industrial,Sensor_Ciudadano,Tráfico_Vehicular,78.5,Moderado,53,756,41.8,0.69,Despejado,0.97,Alta afluencia peatonal
COL-0198,Bogotá,2024-03-31,20,4.7081,-74.1101,Residencial,Sensor_Fijo,Eventos,49.1,Moderado,39,382,30.7,0.45,Despejado,0.77,Operación normal
COL-0305,Bogotá,2024-03-31,20,4.7086,-74.0868,Residencial,Sensor_Ciudadano,Comercio,50.9,Moderado,36,441,46.8,0.45,Lluvioso,0.94,Evento especial cercano
COL-0079,Bogotá,2024-04-02,21,4.7167,-74.0411,Residencial,Sensor_Fijo,Transporte_Público,42.5,Bajo,35,309,41.3,0.54,Despejado,0.72,Medición estándar
COL-0291,Bogotá,2024-04-09,7,4.7451,-74.091,Residencial,Sensor_Fijo,Eventos,52.7,Moderado,61,890,40.9,0.89,Nublado,0.79,Semáforo averiado
COL-0149,Bogotá,2024-04-21,17,4.7539,-74.1081,Mixta,Sensor_Ciudadano,Transporte_Público,68.6,Alto,75,772,27.0,0.85,Lluvioso,0.85,Mercado informal
COL-0827,Bogotá,2024-04-21,19,4.6837,-74.0705,Residencial,Sensor_Móvil,Industrial,60.1,Alto,61,785,32.2,0.74,Nublado,0.98,Obra en construcción
COL-0231,Bogotá,2024-04-28,10,4.6774,-74.0514,Residencial,Sensor_Fijo,Tráfico_Vehicular,47.0,Moderado,33,397,46.2,0.56,Nublado,0.97,Festival o concierto
COL-0544,Bogotá,2024-04-29,17,4.6843,-74.1114,Residencial,Sensor_Móvil,Comercio,60.7,Crítico,64,780,30.2,0.82,Lluvioso,0.95,Evento especial cercano
COL-0609,Bogotá,2024-05-03,21,4.6713,-74.0571,Comercial,Sensor_Fijo,Eventos,59.5,Bajo,69,714,29.4,0.89,Despejado,0.92,Moto dañada transitando
COL-0895,Bogotá,2024-05-03,23,4.7085,-74.0543,Residencial,Sensor_Fijo,Mixta,34.8,Bajo,0,0,64.3,0.01,Nublado,0.96,Moto dañada transitando
COL-0288,Bogotá,2024-05-05,20,4.6695,-74.106,Hospitalaria,Sensor_Móvil,Eventos,46.2,Alto,29,394,51.6,0.38,Despejado,0.99,Mercado informal
COL-0709,Bogotá,2024-05-22,22,4.6861,-74.0422,Comercial,Sensor_Móvil,Industrial,75.6,Alto,31,318,54.5,0.42,Despejado,0.71,Semáforo averiado
COL-0080,Bogotá,2024-05-23,7,4.7455,-74.0345,Residencial,Sensor_Móvil,Comercio,58.2,Alto,56,522,38.9,0.83,Despejado,0.92,Evento especial cercano
COL-0125,Bogotá,2024-05-24,15,4.666,-74.0759,Industrial,Sensor_Móvil,Comercio,77.7,Moderado,45,371,40.4,0.5,Despejado,0.8,Operación normal
COL-0107,Bogotá,2024-05-31,21,4.7371,-74.0515,Industrial,Sensor_Fijo,Transporte_Público,77.4,Moderado,45,441,44.9,0.7,Despejado,0.99,Mercado informal
COL-0137,Bogotá,2024-06-03,22,4.7218,-74.0812,Residencial,Sensor_Fijo,Tráfico_Vehicular,48.4,Moderado,0,0,56.1,0.14,Despejado,0.81,Operación normal
COL-0277,Bogotá,2024-06-12,12,4.6863,-74.0451,Comercial,Sensor_Fijo,Comercio,67.2,Moderado,61,630,48.8,0.83,Despejado,0.95,Semáforo averiado
COL-0680,Bogotá,2024-06-13,19,4.7108,-74.0478,Industrial,Sensor_Fijo,Tráfico_Vehicular,83.1,Alto,82,1003,34.6,0.97,Despejado,0.76,Moto dañada transitando
COL-0491,Bogotá,2024-06-15,11,4.7348,-74.0494,Educativa,Sensor_Fijo,Tráfico_Vehicular,50.5,Moderado,37,549,44.1,0.45,Despejado,0.72,Operación normal
COL-0734,Bogotá,2024-06-16,5,4.7565,-74.1091,Industrial,Sensor_Ciudadano,Comercio,63.6,Bajo,23,219,52.5,0.41,Despejado,0.81,Festival o concierto
COL-0402,Bogotá,2024-06-18,21,4.7028,-74.0408,Comercial,Sensor_Móvil,Industrial,80.5,Crítico,54,547,33.2,0.81,Lluvioso,0.82,Mercado informal
COL-0682,Bogotá,2024-06-19,8,4.6862,-74.1162,Industrial,Sensor_Móvil,Tráfico_Vehicular,83.1,Alto,85,953,23.8,0.97,Despejado,0.77,Mercado informal
COL-0354,Bogotá,2024-06-24,2,4.7141,-74.1164,Comercial,Sensor_Fijo,Tráfico_Vehicular,52.9,Bajo,32,390,47.0,0.33,Nublado,0.93,Semáforo averiado
COL-0225,Bogotá,2024-06-26,1,4.7141,-74.0465,Comercial,Sensor_Fijo,Tráfico_Vehicular,52.9,Bajo,22,326,58.7,0.29,Lluvioso,0.85,Mercado informal
COL-0773,Bogotá,2024-07-02,20,4.6887,-74.0884,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,68.7,Moderado,60,536,37.2,0.85,Nublado,0.93,Moto dañada transitando
COL-0500,Bogotá,2024-07-08,4,4.7404,-74.025,Comercial,Sensor_Móvil,Eventos,53.5,Bajo,20,193,40.6,0.35,Despejado,0.88,Moto dañada transitando
COL-0120,Bogotá,2024-07-17,21,4.7121,-74.0671,Mixta,Sensor_Fijo,Comercio,70.6,Alto,55,723,43.3,0.7,Nublado,0.88,Alta afluencia peatonal
