ID_Registro,Ciudad,Fecha,Hora,Latitud,Longitud,Tipo_Zona,Tipo_Sensor,Fuente_Principal_Ruido,Nivel_Ruido_dB,Clasificacion_Normativa,Indice_Movilidad,Flujo_Vehicular_veh_h,Velocidad_Promedio_kmh,Saturacion_Transporte,Condicion_Climatica,Calidad_Señal_Sensor,Observaciones,Franja_Horaria,Es_Hora_Pico,Supera_Limite_Normativo,Indice_Congestion,Ratio_Ruido_Velocidad,Es_Diurno,Mes,Trimestre
COL-0689,Bogotá,2024-01-23,14,4.6975,-74.0637,Residencial,Sensor_Fijo,Comercio,50.6,Moderado,33,369,44.9,0.35,Nublado,0.79,Obra en construcción,Tarde,0,0,0.342,1.1269,1,1,1
COL-0169,Bogotá,2024-01-23,17,4.7349,-74.0435,Residencial,Sensor_Fijo,Transporte_Público,59.7,Alto,63,543,39.6,0.85,Lluvioso,0.96,Festival o concierto,Tarde,1,0,0.762,1.5076,1,1,1
COL-0003,Bogotá,2024-01-23,19,4.6821,-74.1048,Comercial,Sensor_Fijo,Tráfico_Vehicular,86.3,Crítico,81,1194,31.4,0.92,Lluvioso,0.89,Operación normal,Noche,1,1,0.876,2.7484,1,1,1
COL-0679,Bogotá,2024-01-24,6,4.6652,-74.0775,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,45.2,Bajo,34,287,38.1,0.5,Lluvioso,0.74,Evento especial cercano,Mañana,0,0,0.436,1.1864,1,1,1
COL-0507,Bogotá,2024-01-24,7,4.7021,-74.0597,Residencial,Sensor_Fijo,Comercio,55.5,Alto,51,735,40.5,0.56,Ventoso,0.77,Moto dañada transitando,Mañana,1,0,0.54,1.3704,1,1,1
COL-0816,Bogotá,2024-01-26,14,4.7568,-74.0682,Comercial,Sensor_Fijo,Comercio,72.6,Alto,61,697,18.2,0.71,Lluvioso,0.82,Alta afluencia peatonal,Tarde,0,1,0.67,3.989,1,1,1
COL-0211,Bogotá,2024-01-28,7,4.7012,-74.0828,Residencial,Sensor_Fijo,Construcción,59.8,Alto,56,784,32.6,0.72,Lluvioso,0.74,Mercado informal,Mañana,1,0,0.656,1.8344,1,1,1
COL-0628,Bogotá,2024-02-04,20,4.6999,-74.0235,Industrial,Sensor_Móvil,Tráfico_Vehicular,77.1,Moderado,52,760,41.3,0.76,Nublado,0.77,Obra en construcción,Noche,0,1,0.664,1.8668,1,2,1
COL-0206,Bogotá,2024-02-10,20,4.6666,-74.0226,Residencial,Sensor_Fijo,Comercio,53.0,Moderado,39,410,52.3,0.6,Lluvioso,0.73,Medición estándar,Noche,0,0,0.516,1.0134,1,2,1
COL-0376,Bogotá,2024-02-27,18,4.7588,-74.1025,Comercial,Sensor_Fijo,Tráfico_Vehicular,76.3,Alto,93,996,26.6,1.0,Lluvioso,0.92,Evento especial cercano,Noche,1,1,0.972,2.8684,1,2,1
COL-0550,Bogotá,2024-03-01,0,4.7216,-74.1158,Hospitalaria,Sensor_Móvil,Comercio,40.8,Moderado,9,103,59.8,0.14,Nublado,0.81,Alta afluencia peatonal,Madrugada,0,0,0.12,0.6823,0,3,1
COL-0996,Bogotá,2024-03-02,9,4.6916,-74.0425,Residencial,Sensor_Fijo,Tráfico_Vehicular,54.4,Moderado,52,460,35.7,0.67,Nublado,0.89,Semáforo averiado,Mañana,1,0,0.61,1.5238,1,3,1
COL-0683,Bogotá,2024-03-02,11,4.6918,-74.092,Residencial,Sensor_Móvil,Comercio,56.2,Alto,38,314,51.8,0.46,Despejado,0.76,Operación normal,Mañana,0,0,0.428,1.0849,1,3,1
COL-0627,Bogotá,2024-03-03,17,4.7217,-74.1072,Residencial,Sensor_Fijo,Transporte_Público,54.9,Moderado,59,811,35.9,0.82,Despejado,0.97,Semáforo averiado,Tarde,1,0,0.728,1.5292,1,3,1
COL-0623,Bogotá,2024-03-10,23,4.7124,-74.0603,Hospitalaria,Sensor_Fijo,Industrial,51.6,Crítico,2,18,58.0,0.09,Lluvioso,0.79,Evento especial cercano,Noche,0,1,0.062,0.8897,0,3,1
COL-0275,Bogotá,2024-03-24,0,4.6837,-74.1207,Residencial,Sensor_Móvil,Tráfico_Vehicular,37.6,Bajo,0,0,53.0,0.0,Lluvioso,0.85,Moto dañada transitando,Madrugada,0,0,0.0,0.7094,0,3,1
COL-0008,Bogotá,2024-03-26,11,4.6765,-74.0408,Industrial,Sensor_Ciudadano,Tráfico_Vehicular,78.5,Moderado,53,756,41.8,0.69,Despejado,0.97,Alta afluencia peatonal,Mañana,0,1,0.626,1.878,1,3,1
COL-0198,Bogotá,2024-03-31,20,4.7081,-74.1101,Residencial,Sensor_Fijo,Eventos,49.1,Moderado,39,382,30.7,0.45,Despejado,0.77,Operación normal,Noche,0,0,0.426,1.5993,1,3,1
COL-0305,Bogotá,2024-03-31,20,4.7086,-74.0868,Residencial,Sensor_Ciudadano,Comercio,50.9,Moderado,36,441,46.8,0.45,Lluvioso,0.94,Evento especial cercano,Noche,0,0,0.414,1.0876,1,3,1
COL-0079,Bogotá,2024-04-02,21,4.7167,-74.0411,Residencial,Sensor_Fijo,Transporte_Público,42.5,Bajo,35,309,41.3,0.54,Despejado,0.72,Medición estándar,Noche,0,0,0.464,1.0291,1,4,2
COL-0291,Bogotá,2024-04-09,7,4.7451,-74.091,Residencial,Sensor_Fijo,Eventos,52.7,Moderado,61,890,40.9,0.89,Nublado,0.79,Semáforo averiado,Mañana,1,0,0.778,1.2885,1,4,2
COL-0149,Bogotá,2024-04-21,17,4.7539,-74.1081,Mixta,Sensor_Ciudadano,Transporte_Público,68.6,Alto,75,772,27.0,0.85,Lluvioso,0.85,Mercado informal,Tarde,1,1,0.81,2.5407,1,4,2
COL-0827,Bogotá,2024-04-21,19,4.6837,-74.0705,Residencial,Sensor_Móvil,Industrial,60.1,Alto,61,785,32.2,0.74,Nublado,0.98,Obra en construcción,Noche,1,1,0.688,1.8665,1,4,2
COL-0231,Bogotá,2024-04-28,10,4.6774,-74.0514,Residencial,Sensor_Fijo,Tráfico_Vehicular,47.0,Moderado,33,397,46.2,0.56,Nublado,0.97,Festival o concierto,Mañana,0,0,0.468,1.0173,1,4,2
COL-0544,Bogotá,2024-04-29,17,4.6843,-74.1114,Residencial,Sensor_Móvil,Comercio,60.7,Crítico,64,780,30.2,0.82,Lluvioso,0.95,Evento especial cercano,Tarde,1,0,0.748,2.0099,1,4,2
COL-0609,Bogotá,2024-05-03,21,4.6713,-74.0571,Comercial,Sensor_Fijo,Eventos,59.5,Bajo,69,714,29.4,0.89,Despejado,0.92,Moto dañada transitando,Noche,0,0,0.81,2.0238,1,5,2
COL-0895,Bogotá,2024-05-03,23,4.7085,-74.0543,Residencial,Sensor_Fijo,Mixta,34.8,Bajo,0,0,64.3,0.01,Nublado,0.96,Moto dañada transitando,Noche,0,0,0.006,0.5412,0,5,2
COL-0288,Bogotá,2024-05-05,20,4.6695,-74.106,Hospitalaria,Sensor_Móvil,Eventos,46.2,Alto,29,394,51.6,0.38,Despejado,0.99,Mercado informal,Noche,0,1,0.344,0.8953,1,5,2
COL-0709,Bogotá,2024-05-22,22,4.6861,-74.0422,Comercial,Sensor_Móvil,Industrial,75.6,Alto,31,318,54.5,0.42,Despejado,0.71,Semáforo averiado,Noche,0,1,0.376,1.3872,0,5,2
COL-0080,Bogotá,2024-05-23,7,4.7455,-74.0345,Residencial,Sensor_Móvil,Comercio,58.2,Alto,56,522,38.9,0.83,Despejado,0.92,Evento especial cercano,Mañana,1,0,0.722,1.4961,1,5,2
COL-0125,Bogotá,2024-05-24,15,4.666,-74.0759,Industrial,Sensor_Móvil,Comercio,77.7,Moderado,45,371,40.4,0.5,Despejado,0.8,Operación normal,Tarde,0,1,0.48,1.9233,1,5,2
COL-0107,Bogotá,2024-05-31,21,4.7371,-74.0515,Industrial,Sensor_Fijo,Transporte_Público,77.4,Moderado,45,441,44.9,0.7,Despejado,0.99,Mercado informal,Noche,0,1,0.6,1.7238,1,5,2
COL-0137,Bogotá,2024-06-03,22,4.7218,-74.0812,Residencial,Sensor_Fijo,Tráfico_Vehicular,48.4,Moderado,0,0,56.1,0.14,Despejado,0.81,Operación normal,Noche,0,0,0.084,0.8627,0,6,2
COL-0277,Bogotá,2024-06-12,12,4.6863,-74.0451,Comercial,Sensor_Fijo,Comercio,67.2,Moderado,61,630,48.8,0.83,Despejado,0.95,Semáforo averiado,Tarde,0,0,0.742,1.377,1,6,2
COL-0680,Bogotá,2024-06-13,19,4.7108,-74.0478,Industrial,Sensor_Fijo,Tráfico_Vehicular,83.1,Alto,82,1003,34.6,0.97,Despejado,0.76,Moto dañada transitando,Noche,1,1,0.91,2.4017,1,6,2
COL-0491,Bogotá,2024-06-15,11,4.7348,-74.0494,Educativa,Sensor_Fijo,Tráfico_Vehicular,50.5,Moderado,37,549,44.1,0.45,Despejado,0.72,Operación normal,Mañana,0,0,0.418,1.1451,1,6,2
COL-0734,Bogotá,2024-06-16,5,4.7565,-74.1091,Industrial,Sensor_Ciudadano,Comercio,63.6,Bajo,23,219,52.5,0.41,Despejado,0.81,Festival o concierto,Madrugada,0,0,0.338,1.2114,0,6,2
COL-0402,Bogotá,2024-06-18,21,4.7028,-74.0408,Comercial,Sensor_Móvil,Industrial,80.5,Crítico,54,547,33.2,0.81,Lluvioso,0.82,Mercado informal,Noche,0,1,0.702,2.4247,1,6,2
COL-0682,Bogotá,2024-06-19,8,4.6862,-74.1162,Industrial,Sensor_Móvil,Tráfico_Vehicular,83.1,Alto,85,953,23.8,0.97,Despejado,0.77,Mercado informal,Mañana,1,1,0.922,3.4916,1,6,2
COL-0354,Bogotá,2024-06-24,2,4.7141,-74.1164,Comercial,Sensor_Fijo,Tráfico_Vehicular,52.9,Bajo,32,390,47.0,0.33,Nublado,0.93,Semáforo averiado,Madrugada,0,0,0.326,1.1255,0,6,2
COL-0225,Bogotá,2024-06-26,1,4.7141,-74.0465,Comercial,Sensor_Fijo,Tráfico_Vehicular,52.9,Bajo,22,326,58.7,0.29,Lluvioso,0.85,Mercado informal,Madrugada,0,0,0.262,0.9012,0,6,2
COL-0773,Bogotá,2024-07-02,20,4.6887,-74.0884,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,68.7,Moderado,60,536,37.2,0.85,Nublado,0.93,Moto dañada transitando,Noche,0,1,0.75,1.8468,1,7,3
COL-0500,Bogotá,2024-07-08,4,4.7404,-74.025,Comercial,Sensor_Móvil,Eventos,53.5,Bajo,20,193,40.6,0.35,Despejado,0.88,Moto dañada transitando,Madrugada,0,0,0.29,1.3177,0,7,3
COL-0120,Bogotá,2024-07-17,21,4.7121,-74.0671,Mixta,Sensor_Fijo,Comercio,70.6,Alto,55,723,43.3,0.7,Nublado,0.88,Alta afluencia peatonal,Noche,0,1,0.64,1.6305,1,7,3
COL-0208,Bogotá,2024-07-18,2,4.6822,-74.1166,Educativa,Sensor_Móvil,Tráfico_Vehicular,40.7,Bajo,13,115,53.2,0.27,Despejado,0.77,Medición estándar,Madrugada,0,0,0.214,0.765,0,7,3
COL-0590,Bogotá,2024-07-25,4,4.7556,-74.097,Mixta,Sensor_Fijo,Tráfico_Vehicular,48.1,Bajo,28,377,48.8,0.41,Despejado,0.8,Moto dañada transitando,Madrugada,0,0,0.358,0.9857,0,7,3
COL-0279,Bogotá,2024-07-30,14,4.6969,-74.0311,Hospitalaria,Sensor_Móvil,Industrial,58.7,Crítico,31,343,48.2,0.41,Despejado,0.73,Alta afluencia peatonal,Tarde,0,1,0.37,1.2178,1,7,3
COL-0511,Bogotá,2024-08-03,14,4.7461,-74.0886,Comercial,Sensor_Móvil,Comercio,75.7,Alto,64,536,38.0,0.77,Despejado,0.7,Semáforo averiado,Tarde,0,1,0.718,1.9921,1,8,3
COL-0934,Bogotá,2024-08-13,13,4.7602,-74.0907,Industrial,Sensor_Móvil,Tráfico_Vehicular,79.8,Moderado,40,407,50.7,0.65,Despejado,0.75,Moto dañada transitando,Tarde,0,1,0.55,1.574,1,8,3
COL-0567,Bogotá,2024-08-18,12,4.6906,-74.0904,Residencial,Sensor_Fijo,Transporte_Público,50.6,Moderado,27,249,48.2,0.3,Nublado,0.97,Alta afluencia peatonal,Tarde,0,0,0.288,1.0498,1,8,3
COL-0505,Bogotá,2024-08-18,15,4.7078,-74.1028,Residencial,Sensor_Ciudadano,Transporte_Público,51.1,Moderado,40,445,40.2,0.44,Nublado,0.89,Moto dañada transitando,Tarde,0,0,0.424,1.2711,1,8,3
COL-0624,Bogotá,2024-08-20,17,4.6695,-74.118,Residencial,Sensor_Fijo,Tráfico_Vehicular,53.1,Moderado,54,809,39.2,0.69,Nublado,0.74,Semáforo averiado,Tarde,1,0,0.63,1.3546,1,8,3
COL-0132,Bogotá,2024-08-29,9,4.7059,-74.0523,Comercial,Sensor_Fijo,Industrial,85.8,Crítico,84,744,26.4,1.0,Despejado,0.74,Moto dañada transitando,Mañana,1,1,0.936,3.25,1,8,3
COL-0387,Bogotá,2024-09-01,1,4.76,-74.117,Comercial,Sensor_Fijo,Comercio,54.8,Bajo,20,230,48.6,0.39,Despejado,0.92,Semáforo averiado,Madrugada,0,0,0.314,1.1276,0,9,3
COL-0905,Bogotá,2024-09-16,11,4.6835,-74.1086,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,50.1,Crítico,41,337,39.3,0.55,Nublado,0.99,Evento especial cercano,Mañana,0,0,0.494,1.2748,1,9,3
COL-0467,Bogotá,2024-09-22,18,4.6759,-74.035,Industrial,Sensor_Móvil,Tráfico_Vehicular,87.5,Alto,76,611,28.8,1.0,Nublado,0.95,Obra en construcción,Noche,1,1,0.904,3.0382,1,9,3
COL-0337,Bogotá,2024-10-08,1,4.6652,-74.092,Residencial,Sensor_Fijo,Tráfico_Vehicular,35.2,Bajo,1,11,60.6,0.0,Nublado,0.72,Moto dañada transitando,Madrugada,0,0,0.004,0.5809,0,10,4
COL-0971,Bogotá,2024-10-10,0,4.7195,-74.0962,Comercial,Sensor_Fijo,Comercio,58.0,Bajo,30,361,53.2,0.42,Nublado,0.92,Moto dañada transitando,Madrugada,0,0,0.372,1.0902,0,10,4
COL-0688,Bogotá,2024-10-15,12,4.734,-74.1163,Mixta,Sensor_Móvil,Tráfico_Vehicular,65.6,Alto,50,714,42.0,0.53,Nublado,0.84,Operación normal,Tarde,0,0,0.518,1.5619,1,10,4
COL-0593,Bogotá,2024-10-20,17,4.6882,-74.0661,Educativa,Sensor_Fijo,Construcción,77.5,Crítico,71,815,37.0,0.99,Nublado,0.82,Medición estándar,Tarde,1,1,0.878,2.0946,1,10,4
COL-0270,Bogotá,2024-10-21,5,4.6958,-74.0265,Residencial,Sensor_Fijo,Transporte_Público,45.0,Bajo,4,46,62.0,0.16,Despejado,0.94,Evento especial cercano,Madrugada,0,0,0.112,0.7258,0,10,4
COL-0873,Bogotá,2024-10-26,12,4.6687,-74.0532,Residencial,Sensor_Fijo,Transporte_Público,55.2,Alto,36,487,51.4,0.45,Nublado,0.84,Operación normal,Tarde,0,0,0.414,1.0739,1,10,4
COL-0067,Bogotá,2024-10-28,7,4.6829,-74.0469,Residencial,Sensor_Móvil,Transporte_Público,53.4,Moderado,62,876,31.1,0.92,Nublado,0.74,Moto dañada transitando,Mañana,1,0,0.8,1.717,1,10,4
COL-0395,Bogotá,2024-10-30,13,4.7233,-74.0258,Comercial,Sensor_Móvil,Tráfico_Vehicular,74.3,Alto,50,518,33.6,0.61,Lluvioso,0.91,Alta afluencia peatonal,Tarde,0,1,0.566,2.2113,1,10,4
COL-0105,Bogotá,2024-11-01,17,4.7078,-74.0361,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,75.5,Crítico,86,767,28.9,1.0,Lluvioso,0.7,Evento especial cercano,Tarde,1,1,0.944,2.6125,1,11,4
COL-0620,Bogotá,2024-11-05,11,4.7461,-74.0464,Residencial,Sensor_Móvil,Tráfico_Vehicular,43.3,Bajo,22,231,51.8,0.23,Despejado,0.95,Moto dañada transitando,Mañana,0,0,0.226,0.8359,1,11,4
COL-0160,Bogotá,2024-11-05,14,4.7278,-74.0712,Comercial,Sensor_Móvil,Transporte_Público,69.3,Moderado,62,619,33.5,0.68,Nublado,0.73,Alta afluencia peatonal,Tarde,0,0,0.656,2.0687,1,11,4
COL-0319,Bogotá,2024-11-10,22,4.6965,-74.1074,Residencial,Sensor_Móvil,Transporte_Público,47.3,Moderado,0,0,56.0,0.0,Despejado,0.73,Operación normal,Noche,0,0,0.0,0.8446,0,11,4
COL-0598,Bogotá,2024-11-21,9,4.6626,-74.0843,Residencial,Sensor_Fijo,Tráfico_Vehicular,58.2,Alto,62,772,39.0,0.71,Ventoso,0.77,Alta afluencia peatonal,Mañana,1,0,0.674,1.4923,1,11,4
COL-0664,Bogotá,2024-11-21,23,4.6806,-74.0237,Comercial,Sensor_Fijo,Construcción,61.4,Moderado,28,281,47.3,0.35,Nublado,0.85,Evento especial cercano,Noche,0,1,0.322,1.2981,0,11,4
COL-0529,Bogotá,2024-11-22,17,4.6736,-74.0745,Comercial,Sensor_Ciudadano,Transporte_Público,78.2,Crítico,94,874,30.9,1.0,Despejado,0.95,Festival o concierto,Tarde,1,1,0.976,2.5307,1,11,4
COL-0838,Bogotá,2024-11-25,7,4.7093,-74.0426,Comercial,Sensor_Móvil,Eventos,75.3,Alto,92,992,26.6,1.0,Nublado,0.71,Evento especial cercano,Mañana,1,1,0.968,2.8308,1,11,4
COL-0859,Bogotá,2024-11-28,11,4.6907,-74.1128,Mixta,Sensor_Fijo,Tráfico_Vehicular,64.3,Moderado,51,474,40.9,0.61,Despejado,0.79,Evento especial cercano,Mañana,0,0,0.57,1.5721,1,11,4
COL-0306,Bogotá,2024-12-09,9,4.7018,-74.1177,Comercial,Sensor_Fijo,Transporte_Público,72.7,Alto,84,1083,29.8,1.0,Despejado,0.91,Festival o concierto,Mañana,1,1,0.936,2.4396,1,12,4
COL-0057,Bogotá,2024-12-13,23,4.71,-74.0793,Residencial,Sensor_Ciudadano,Comercio,38.0,Bajo,0,0,63.9,0.0,Ventoso,0.73,Evento especial cercano,Noche,0,0,0.0,0.5947,0,12,4
COL-0454,Bogotá,2024-12-14,12,4.6821,-74.0646,Residencial,Sensor_Fijo,Industrial,59.6,Alto,34,431,42.8,0.41,Lluvioso,0.75,Mercado informal,Tarde,0,0,0.382,1.3925,1,12,4
COL-0204,Bogotá,2024-12-22,10,4.7427,-74.1109,Residencial,Sensor_Fijo,Mixta,43.9,Bajo,39,510,39.2,0.62,Despejado,0.81,Operación normal,Mañana,0,0,0.528,1.1199,1,12,4
COL-0502,Bogotá,2024-12-29,12,4.7188,-74.0297,Comercial,Sensor_Móvil,Tráfico_Vehicular,64.6,Moderado,60,698,34.0,0.86,Nublado,0.71,Mercado informal,Tarde,0,0,0.756,1.9,1,12,4
COL-0977,Bogotá,2025-01-04,16,4.7161,-74.1114,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,46.8,Alto,43,374,50.2,0.67,Despejado,0.78,Evento especial cercano,Tarde,0,0,0.574,0.9323,1,1,1
COL-0795,Bogotá,2025-01-15,4,4.705,-74.1133,Mixta,Sensor_Fijo,Transporte_Público,53.7,Bajo,21,209,51.7,0.35,Despejado,0.96,Moto dañada transitando,Madrugada,0,0,0.294,1.0387,0,1,1
COL-0004,Bogotá,2025-01-20,3,4.7419,-74.0702,Residencial,Sensor_Ciudadano,Eventos,34.7,Bajo,0,0,57.4,0.0,Despejado,0.83,Festival o concierto,Madrugada,0,0,0.0,0.6045,0,1,1
COL-0865,Bogotá,2025-02-02,19,4.6856,-74.0262,Residencial,Sensor_Móvil,Construcción,61.3,Crítico,59,507,31.4,0.8,Despejado,0.95,Mercado informal,Noche,1,1,0.716,1.9522,1,2,1
COL-0818,Bogotá,2025-02-03,17,4.7215,-74.0814,Residencial,Sensor_Móvil,Tráfico_Vehicular,55.5,Alto,61,651,37.8,0.68,Despejado,0.82,Semáforo averiado,Tarde,1,0,0.652,1.4683,1,2,1
COL-0621,Bogotá,2025-02-08,5,4.7568,-74.0746,Comercial,Sensor_Móvil,Transporte_Público,59.1,Bajo,29,299,49.3,0.48,Despejado,0.96,Festival o concierto,Madrugada,0,0,0.404,1.1988,0,2,1
COL-0027,Bogotá,2025-02-09,4,4.7068,-74.0989,Comercial,Sensor_Móvil,Tráfico_Vehicular,49.5,Bajo,22,249,55.3,0.18,Lluvioso,0.75,Evento especial cercano,Madrugada,0,0,0.196,0.8951,0,2,1
COL-0930,Bogotá,2025-02-24,8,4.6769,-74.0362,Industrial,Sensor_Fijo,Comercio,88.3,Crítico,76,1004,28.1,1.0,Nublado,0.93,Evento especial cercano,Mañana,1,1,0.904,3.1423,1,2,1
COL-0990,Bogotá,2025-02-24,16,4.7523,-74.1139,Residencial,Sensor_Móvil,Comercio,50.3,Moderado,39,572,45.5,0.57,Despejado,0.8,Obra en construcción,Tarde,0,0,0.498,1.1055,1,2,1
COL-0343,Bogotá,2025-03-02,4,4.7112,-74.1016,Residencial,Sensor_Fijo,Construcción,39.2,Bajo,0,0,49.0,0.0,Despejado,0.76,Moto dañada transitando,Madrugada,0,0,0.0,0.8,0,3,1
COL-0024,Bogotá,2025-03-02,15,4.7432,-74.0933,Comercial,Sensor_Móvil,Transporte_Público,74.3,Alto,51,583,41.1,0.66,Despejado,0.97,Obra en construcción,Tarde,0,1,0.6,1.8078,1,3,1
COL-0509,Bogotá,2025-03-14,22,4.694,-74.073,Mixta,Sensor_Fijo,Tráfico_Vehicular,67.8,Alto,28,377,45.5,0.42,Nublado,0.74,Semáforo averiado,Noche,0,1,0.364,1.4901,0,3,1
COL-0284,Bogotá,2025-03-20,23,4.6973,-74.0931,Comercial,Sensor_Fijo,Tráfico_Vehicular,49.9,Bajo,24,312,56.1,0.22,Nublado,0.93,Moto dañada transitando,Noche,0,0,0.228,0.8895,0,3,1
COL-0599,Bogotá,2025-03-23,4,4.7339,-74.0617,Educativa,Sensor_Móvil,Transporte_Público,50.3,Moderado,14,132,49.1,0.1,Despejado,0.83,Semáforo averiado,Madrugada,0,0,0.116,1.0244,0,3,1
COL-0282,Bogotá,2025-03-25,9,4.7087,-74.1021,Residencial,Sensor_Fijo,Comercio,50.8,Moderado,65,675,32.0,0.92,Despejado,0.75,Mercado informal,Mañana,1,0,0.812,1.5875,1,3,1
COL-0159,Bogotá,2025-03-29,11,4.7571,-74.0714,Comercial,Sensor_Fijo,Comercio,73.6,Alto,56,511,44.4,0.78,Despejado,0.79,Festival o concierto,Mañana,0,1,0.692,1.6577,1,3,1
COL-0877,Bogotá,2025-04-04,10,4.7021,-74.1171,Comercial,Sensor_Fijo,Eventos,70.9,Alto,69,759,31.5,0.79,Nublado,0.81,Medición estándar,Mañana,0,1,0.75,2.2508,1,4,2
COL-0638,Bogotá,2025-04-06,20,4.7606,-74.0403,Residencial,Sensor_Fijo,Construcción,60.4,Alto,33,312,52.6,0.34,Lluvioso,0.91,Alta afluencia peatonal,Noche,0,1,0.336,1.1483,1,4,2
COL-0966,Bogotá,2025-04-09,20,4.6616,-74.0728,Residencial,Sensor_Fijo,Transporte_Público,47.6,Moderado,37,397,42.7,0.4,Nublado,0.99,Alta afluencia peatonal,Noche,0,0,0.388,1.1148,1,4,2
COL-0143,Bogotá,2025-04-16,23,4.7361,-74.0949,Hospitalaria,Sensor_Ciudadano,Industrial,51.4,Crítico,7,75,66.6,0.06,Lluvioso,0.77,Moto dañada transitando,Noche,0,1,0.064,0.7718,0,4,2
COL-0358,Bogotá,2025-04-26,14,4.7434,-74.1139,Residencial,Sensor_Fijo,Eventos,49.9,Moderado,23,243,50.7,0.21,Despejado,0.76,Medición estándar,Tarde,0,0,0.218,0.9842,1,4,2
COL-0972,Bogotá,2025-05-08,3,4.7551,-74.0756,Mixta,Sensor_Fijo,Mixta,59.1,Moderado,16,205,51.1,0.2,Nublado,0.7,Medición estándar,Madrugada,0,1,0.184,1.1566,0,5,2
COL-0101,Bogotá,2025-05-08,22,4.6901,-74.0468,Residencial,Sensor_Móvil,Tráfico_Vehicular,46.2,Bajo,0,0,60.7,0.0,Despejado,0.8,Medición estándar,Noche,0,0,0.0,0.7611,0,5,2
COL-0414,Bogotá,2025-05-09,23,4.7445,-74.1169,Residencial,Sensor_Fijo,Transporte_Público,36.9,Bajo,0,0,61.5,0.06,Lluvioso,0.77,Obra en construcción,Noche,0,0,0.036,0.6,0,5,2
COL-0250,Bogotá,2025-05-12,22,4.7074,-74.0315,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,49.6,Moderado,0,0,59.7,0.0,Lluvioso,0.83,Obra en construcción,Noche,0,0,0.0,0.8308,0,5,2
COL-0155,Bogotá,2025-05-14,1,4.7385,-74.0876,Comercial,Sensor_Fijo,Eventos,61.3,Moderado,34,449,42.7,0.46,Lluvioso,0.79,Obra en construcción,Madrugada,0,1,0.412,1.4356,0,5,2
COL-0428,Bogotá,2025-05-19,14,4.7397,-74.1004,Residencial,Sensor_Ciudadano,Mixta,60.3,Alto,34,500,50.0,0.52,Despejado,0.71,Medición estándar,Tarde,0,0,0.448,1.206,1,5,2
COL-0519,Bogotá,2025-05-23,12,4.7428,-74.0782,Residencial,Sensor_Fijo,Tráfico_Vehicular,46.8,Moderado,34,461,36.6,0.43,Despejado,0.84,Moto dañada transitando,Tarde,0,0,0.394,1.2787,1,5,2
COL-0386,Bogotá,2025-05-24,15,4.6876,-74.0339,Residencial,Sensor_Fijo,Eventos,52.6,Moderado,36,335,42.2,0.58,Nublado,0.83,Evento especial cercano,Tarde,0,0,0.492,1.2464,1,5,2
COL-0745,Bogotá,2025-05-24,18,4.6819,-74.1041,Mixta,Sensor_Móvil,Tráfico_Vehicular,66.6,Alto,87,1094,21.1,1.0,Despejado,0.9,Moto dañada transitando,Noche,1,1,0.948,3.1564,1,5,2
COL-0882,Bogotá,2025-05-24,19,4.6787,-74.0899,Comercial,Sensor_Fijo,Tráfico_Vehicular,78.4,Crítico,81,1200,30.4,0.92,Despejado,0.88,Operación normal,Noche,1,1,0.876,2.5789,1,5,2
COL-0229,Bogotá,2025-05-28,19,4.7206,-74.0362,Industrial,Sensor_Fijo,Tráfico_Vehicular,97.5,Crítico,85,817,32.7,1.0,Lluvioso,0.81,Evento especial cercano,Noche,1,1,0.94,2.9817,1,5,2
COL-0089,Bogotá,2025-05-30,13,4.6611,-74.0888,Residencial,Sensor_Móvil,Industrial,58.1,Alto,28,270,49.9,0.26,Ventoso,0.75,Evento especial cercano,Tarde,0,0,0.268,1.1643,1,5,2
COL-0498,Bogotá,2025-06-04,13,4.7598,-74.084,Comercial,Sensor_Fijo,Industrial,76.2,Alto,70,1018,31.8,0.86,Ventoso,0.92,Evento especial cercano,Tarde,0,1,0.796,2.3962,1,6,2
COL-0177,Bogotá,2025-06-10,7,4.76,-74.0707,Comercial,Sensor_Móvil,Construcción,83.9,Crítico,93,795,11.3,1.0,Nublado,0.97,Evento especial cercano,Mañana,1,1,0.972,7.4248,1,6,2
COL-0717,Bogotá,2025-06-13,3,4.6772,-74.0357,Industrial,Sensor_Fijo,Construcción,74.9,Moderado,22,258,53.2,0.25,Lluvioso,0.98,Obra en construcción,Madrugada,0,1,0.238,1.4079,0,6,2
COL-0220,Bogotá,2025-06-19,12,4.6952,-74.0442,Industrial,Sensor_Fijo,Industrial,89.6,Crítico,55,447,42.1,0.79,Despejado,0.89,Evento especial cercano,Tarde,0,1,0.694,2.1283,1,6,2
COL-0176,Bogotá,2025-06-27,18,4.7233,-74.0468,Residencial,Sensor_Fijo,Tráfico_Vehicular,57.1,Alto,52,521,42.1,0.6,Lluvioso,1.0,Semáforo averiado,Noche,1,1,0.568,1.3563,1,6,2
